Ano;ID;RA;Fase;INDE 2022;Pedra 2022;Turma;Nome;Ano nasc;Idade no ano;Gênero;Ano ingresso;Instituição de ensino;Pedra 20;Pedra 21;Pedra 22;Pedra 23;INDE 22;INDE 23;Ranking Geral ;Ranking na Fase;Ranking Turma;Nº Av;Avaliador1;Recomendação Av1;Avaliador2;Recomendação Av2;Avaliador3;Recomendação Av3;Avaliador4;Recomendação Av4;Auto Avaliação;Engajamento;Psicossocial;Psicopedagógico;Rec Psicologia;Indicador de Aprendizagem;Matem;Portug;Inglês;Indicado;Atingiu PV;Ponto de Virada;Adequaça o ao Ní vel;Fase ideal;Defas;Destaque IEG;Destaque IDA;Destaque IPV;Destaque IPV;Escola;Ativo/ Inativo;Ativo/ Inativo
2022;236;RA-236;3;7,1;Ametista;F;Aluno-236;2010;12;Menina;2022;Escola Pública;;;Ametista;;7,1;;452;55;9;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;9,6;7,5;7,5;;Não atendido;3,7;4,0;4,0;3,0;Não;Não;7,2;10;Fase 3 (7º e 8º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;237;RA-237;3;8,1;Topázio;F;Aluno-237;2008;14;Menina;2022;Escola Pública;;;Topázio;;8,1;;121;19;6;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Promovido de Fase + Bolsa;Avaliador-30;Promovido de Fase + Bolsa;Avaliador-31;Promovido de Fase;10,0;9,0;7,5;;Não atendido;7,8;6,8;7,7;8,8;Sim;Sim;8,4;5,0;Fase 4 (9º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;;;;
2022;238;RA-238;3;6,3;Ágata;F;Aluno-238;2008;14;Menina;2021;Escola Pública;;Ágata;Ágata;;6,3;;674;91;12;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;8,8;6,4;5,0;;Requer avaliação;5,1;4,3;6,5;4,5;Não;Não;7,2;5,0;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;239;RA-239;3;4,6;Quartzo;F;Aluno-239;2007;15;Menina;2021;Escola Pública;;Quartzo;Quartzo;;4,6;;840;138;13;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;;3,7;7,5;;Não atendido;3,7;2,0;4,7;4,5;Não;Não;6,0;5,0;Fase 5 (1º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;240;RA-240;3;6,9;Ágata;F;Aluno-240;2009;13;Menina;2017;Rede Decisão;Ametista;Ametista;Ágata;;6,9;;510;65;11;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;7,1;8,1;5,0;;Requer avaliação;4,7;6,3;5,0;2,8;Não;Não;7,0;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;241;RA-241;3;8,5;Topázio;F;Aluno-241;2008;14;Menino;2016;Rede Decisão;Ametista;Topázio;Topázio;;8,5;;38;9;5;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;10,0;10,0;7,5;;Não atendido;7,7;8,2;7,5;7,3;Não;Sim;9,1;5,0;Fase 4 (9º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;;;;
2022;242;RA-242;3;8,7;Topázio;F;Aluno-242;2009;13;Menino;2018;Rede Decisão;Ametista;Ametista;Topázio;;8,7;;19;3;1;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;9,6;9,7;5,6;;Requer avaliação;8,2;8,7;7,2;8,7;Não;Sim;8,7;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;;;;
2022;243;RA-243;3;7,0;Ágata;F;Aluno-243;2007;15;Menina;2022;Escola Pública;;;Ágata;;7,0;;493;63;10;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;7,1;8,7;5,0;;Requer avaliação;6,0;5,0;5,3;7,7;Não;Não;7,9;5,0;Fase 5 (1º EM);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;;;;
2022;244;RA-244;3;8,5;Topázio;F;Aluno-244;2010;12;Menina;2018;Rede Decisão;Topázio;Topázio;Topázio;;8,5;;34;8;4;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;7,5;9,4;6,3;;Requer avaliação;7,8;6,7;8,0;8,7;Não;Sim;9,2;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;;;;
2022;245;RA-245;3;8,7;Topázio;F;Aluno-245;2008;14;Menino;2016;Rede Decisão;Ametista;Topázio;Topázio;;8,7;;20;4;2;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;10,0;9,9;7,5;;Não atendido;8,4;8,3;8,2;8,8;Não;Sim;9,3;5,0;Fase 4 (9º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;;;;
2022;246;RA-246;3;8,6;Topázio;F;Aluno-246;2009;13;Menino;2022;Escola Pública;;;Topázio;;8,6;;23;5;3;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;8,3;9,4;7,5;;Não atendido;7,6;8,0;6,7;8,0;Sim;Sim;9,2;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;;;;
2022;247;RA-247;3;7,7;Ametista;F;Aluno-247;2009;13;Menina;2021;Escola Pública;;Ágata;Ametista;;7,7;;230;32;7;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;8,3;8,2;7,5;;Não atendido;5,8;5,3;5,7;6,3;Sim;Não;7,9;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;;;;
2022;248;RA-248;3;7,4;Ametista;F;Aluno-248;2009;13;Menino;2022;Escola Pública;;;Ametista;;7,4;;343;39;8;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;9,2;7,6;7,5;;Não atendido;5,2;4,0;5,5;6,0;Não;Não;7,3;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;249;RA-249;3;5,1;Quartzo;G;Aluno-249;2008;14;Menino;2017;Escola Pública;Ágata;Ágata;Quartzo;;5,1;;816;125;10;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Alocado em Fase anterior;6,7;7,4;5,0;;Não atendido;2,9;2,3;4,2;2,2;Não;Não;4,3;5,0;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;250;RA-250;3;8,0;Ametista;G;Aluno-250;2010;12;Menina;2022;Escola Pública;;;Ametista;;8,0;;152;23;1;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;8,3;8,6;7,5;;Não atendido;6,6;6,7;6,5;6,7;Sim;Não;7,6;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;;;;
2022;251;RA-251;3;7,0;Ágata;G;Aluno-251;2007;15;Menino;2018;Escola Pública;Ametista;Ametista;Ágata;;7,0;;482;62;4;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;10,0;8,1;5,6;;Sem limitações;6,3;5,3;6,3;7,2;Não;Não;6,6;5,0;Fase 5 (1º EM);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;252;RA-252;3;4,3;Quartzo;G;Aluno-252;2008;14;Menino;2018;Escola Pública;Ágata;Quartzo;Quartzo;;4,3;;850;143;14;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Alocado em Fase anterior;9,2;2,8;7,5;;Não atendido;0,9;1,3;1,2;0,2;Não;Não;3,9;5,0;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;253;RA-253;3;4,3;Quartzo;G;Aluno-253;2007;15;Menino;2019;Escola Pública;Ágata;Ágata;Quartzo;;4,3;;847;142;13;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Alocado em Fase anterior;9,2;3,6;5,0;;Requer avaliação;1,8;1,0;3,7;0,7;Não;Não;3,8;5,0;Fase 5 (1º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;254;RA-254;3;6,7;Ágata;G;Aluno-254;2008;14;Menino;2019;Escola Pública;Ametista;Ametista;Ágata;;6,7;;584;76;7;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;10,0;7,4;5,6;;Requer avaliação;5,3;5,0;6,8;4,0;Não;Não;6,9;5,0;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;255;RA-255;3;4,6;Quartzo;G;Aluno-255;2008;14;Menino;2019;Escola Pública;Quartzo;Quartzo;Quartzo;;4,6;;841;139;12;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;7,5;3,8;5,0;;Não indicado;1,3;1,0;2,3;0,5;Não;Não;5,5;5,0;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;256;RA-256;3;7,2;Ametista;G;Aluno-256;2010;12;Menina;2019;Escola Pública;Ametista;Ametista;Ametista;;7,2;;433;52;3;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;8,8;8,5;5,0;;Requer avaliação;5,2;5,3;6,7;3,5;Não;Não;6,7;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;257;RA-257;3;5,1;Quartzo;G;Aluno-257;2008;14;Menina;2018;Escola Pública;Ametista;Ametista;Quartzo;;5,1;;815;124;9;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;;6,4;5,6;;Requer avaliação;3,6;4,0;5,2;1,5;Não;Não;6,7;5,0;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;258;RA-258;3;6,9;Ágata;G;Aluno-258;2010;12;Menina;2018;Escola Pública;Ametista;Topázio;Ágata;;6,9;;517;67;5;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;10,0;7,3;5,6;;Sem limitações;4,8;2,7;6,2;5,5;Não;Não;6,1;10;Fase 3 (7º e 8º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;259;RA-259;3;4,2;Quartzo;G;Aluno-259;2006;16;Menino;2017;Escola Pública;Quartzo;Quartzo;Quartzo;;4,2;;853;146;15;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Alocado em Fase anterior;8,8;2,9;7,5;;Não atendido;0,9;;2,7;0,2;Não;Não;4,6;2,5;Fase 6 (2º EM);-3;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;260;RA-260;3;7,4;Ametista;G;Aluno-260;2009;13;Menina;2019;Escola Pública;Topázio;Ametista;Ametista;;7,4;;340;38;2;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;10,0;8,2;7,5;;Não atendido;5,0;5,7;5,2;4,2;Não;Não;6,5;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;261;RA-261;3;6,8;Ágata;G;Aluno-261;2008;14;Menina;2019;Escola Pública;Ágata;Quartzo;Ágata;;6,8;;566;74;6;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;8,8;7,2;5,6;;Sem limitações;5,8;6,2;5,8;5,5;Sim;Não;7,0;5,0;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;262;RA-262;3;4,8;Quartzo;G;Aluno-262;2007;15;Menino;2021;Escola Pública;;Quartzo;Quartzo;;4,8;;835;135;11;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;;5,8;5,6;;Sem limitações;3,4;1,3;5,5;3,5;Não;Não;5,6;5,0;Fase 5 (1º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;263;RA-263;3;5,3;Quartzo;G;Aluno-263;2007;15;Menina;2019;Escola Pública;Ágata;Quartzo;Quartzo;;5,3;;800;121;8;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;5,8;5,6;7,5;;Não atendido;3,7;3,0;2,8;5,4;Não;Não;4,4;5,0;Fase 5 (1º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;264;RA-264;3;7,1;Ametista;I;Aluno-264;2007;15;Menina;2022;Escola Pública;;;Ametista;;7,1;;460;57;2;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;10,0;9,2;5,6;;Requer avaliação;5,8;6,0;5,5;;Não;Não;6,6;5,0;Fase 5 (1º EM);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;265;RA-265;3;7,9;Ametista;I;Aluno-265;2009;13;Menino;2019;Escola Pública;Ametista;Ametista;Ametista;;7,9;;162;26;1;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase + Bolsa;8,3;7,7;7,5;;Não atendido;6,9;5,3;7,0;8,5;Sim;Não;7,9;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;;;;
2022;266;RA-266;3;6,0;Quartzo;I;Aluno-266;2006;16;Menina;2019;Escola Pública;Quartzo;Quartzo;Quartzo;;6,0;;730;104;4;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;7,5;5,8;5,6;;Requer avaliação;6,0;5,0;6,7;6,3;Não;Não;6,6;2,5;Fase 6 (2º EM);-3;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;267;RA-267;3;6,0;Ágata;I;Aluno-267;2007;15;Menina;2016;Escola Pública;Ágata;Quartzo;Ágata;;6,0;;727;103;3;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;10,0;7,4;5,0;;Não indicado;3,3;2,3;4,8;2,7;Não;Não;6,3;5,0;Fase 5 (1º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;268;RA-268;3;6,7;Ágata;K;Aluno-268;2008;14;Menina;2021;Escola Pública;;Ágata;Ágata;;6,7;;590;77;11;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase + Bolsa;9,2;6,7;6,3;;Requer avaliação;5,7;7,0;6,8;3,2;Sim;Não;7,2;5,0;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;269;RA-269;3;8,2;Topázio;K;Aluno-269;2009;13;Menino;2022;Escola Pública;;;Topázio;;8,2;;76;13;2;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;9,2;8,6;6,3;;Requer avaliação;8,9;8,7;9,5;8,5;Não;Não;7,3;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;270;RA-270;3;8,2;Topázio;K;Aluno-270;2009;13;Menina;2019;Rede Decisão;Ametista;Topázio;Topázio;;8,2;;79;14;3;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase + Bolsa;8,3;8,4;6,9;;Não atendido;7,9;8,0;7,2;8,5;Não;Não;8,1;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;;;;
2022;271;RA-271;3;7,3;Ametista;K;Aluno-271;2007;15;Menina;2022;Escola Pública;;;Ametista;;7,3;;411;50;8;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase + Bolsa;9,2;8,5;5,6;;Requer avaliação;7,1;6,3;6,5;8,3;Sim;Não;7,0;5,0;Fase 5 (1º EM);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;272;RA-272;3;6,4;Ágata;K;Aluno-272;2008;14;Menino;2021;Escola Pública;;Ágata;Ágata;;6,4;;666;88;14;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;9,2;5,7;7,5;;Não atendido;5,1;5,0;6,8;3,5;Não;Não;6,4;5,0;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;273;RA-273;3;5,7;Quartzo;K;Aluno-273;2008;14;Menina;2018;Escola Pública;Ametista;Ametista;Quartzo;;5,7;;761;110;15;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;9,2;5,3;7,5;;Não atendido;3,0;3,8;4,7;0,5;Não;Não;5,8;5,0;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;274;RA-274;3;7,9;Ametista;K;Aluno-274;2011;11;Menina;2019;Rede Decisão;Ametista;Topázio;Ametista;;7,9;;157;24;5;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Alocado em Fase anterior;7,9;8,3;7,5;;Não atendido;8,1;8,1;9,3;7,0;Não;Não;7,0;10;Fase 2 (5º e 6º ano);1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;275;RA-275;3;6,7;Ágata;K;Aluno-275;2007;15;Menino;2018;Escola Pública;Quartzo;Ágata;Ágata;;6,7;;600;79;12;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;9,6;6,9;7,5;;Não atendido;4,6;5,0;6,0;2,7;Sim;Não;6,7;5,0;Fase 5 (1º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;276;RA-276;3;5,5;Quartzo;K;Aluno-276;2008;14;Menina;2017;Escola Pública;Ágata;Quartzo;Quartzo;;5,5;;788;118;16;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;7,1;5,7;5,6;;Não indicado;4,3;3,7;6,0;3,3;Não;Não;5,1;5,0;Fase 4 (9º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;277;RA-277;3;7,4;Ametista;K;Aluno-277;2008;14;Menino;2021;Escola Pública;;Ametista;Ametista;;7,4;;354;41;7;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase + Bolsa;7,1;8,8;7,5;;Não atendido;7,4;7,2;7,0;8,2;Sim;Não;7,2;5,0;Fase 4 (9º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;278;RA-278;3;7,7;Ametista;K;Aluno-278;2010;12;Menino;2018;Rede Decisão;Ametista;Topázio;Ametista;;7,7;;222;31;6;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase + Bolsa;8,8;9,2;5,6;;Requer avaliação;6,0;5,7;5,8;6,4;Não;Não;7,4;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
2022;279;RA-279;3;8,8;Topázio;K;Aluno-279;2009;13;Menino;2019;Rede Decisão;Topázio;Topázio;Topázio;;8,8;;10;1;1;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase + Bolsa;9,2;9,9;6,3;;Sem limitações;9,1;9,7;8,3;9,3;Não;Não;8,2;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;;;;
2022;280;RA-280;3;8,0;Ametista;K;Aluno-280;2009;13;Menina;2021;Rede Decisão;;Topázio;Ametista;;8,0;;133;20;4;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;7,5;9,2;7,5;;Sem limitações;7,1;5,7;7,0;8,7;Não;Não;7,3;10;Fase 3 (7º e 8º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;;;;
